abstract,categories
"#Xinjiang is a popular tourism destination. In 2019, Xinjiang received over 200 million tourists. In the past week of Labor Day holiday, Xinjiang received over 5 million tourists and the tourism revenue reached over 4 billion RMB.  Look at the beautiful landscape in Xinjiang",:point_down:
I just thought I'd share the incredible support an ingenuity of these amazing nurses from #Japan who stand alongside many others in sheer outrage of Xinjiang Uyghur forced Labour camps. ,:pray:
" Continue final final.. China also must protect all asean countries including malaysia because they too have same natural resources like China hasin China three provinces which China xinjiang,China Tibet,China inner Mongolia provinces ",:innocent:
"cpc declared that every impoverished uigur had been wiped out!what a horrible thing!this is the reason why we must boycott the cotton from xinjiang!do you know how miserable uigur is?they have no condition to enjoy the ractopamine pork:flag_for_United_States::pig_face:,alcohol:beer:,or any drug:pill: in china!! ",:scream:
"this is a short interview of xinjiang cotton pickers. in the face of the reporter's questions, the farmer is still reluctant to stop the work, she said she doesn't want to stop making money ",:grinning:
" It's pathetic. It's always the Jewish state of Israel that people are exercised by. It's never Xinjiang, West Papua or St. Helene. Why? We've also seen thousands die in this city on your watch from drugs and you waste your time on this virtue signalling rubbish?:face_with_rolling_eyes:",:thinking_face:
"  he try to tell me ab Dilraba Dilmurat, Gülnezer Bextiyar... who are Xinjiang people and they are so famous in China and he said that they are so happy",:satisfied:
"The #UK Parliament unanimously declared that the Chinese regime is committing #genocide against #Uyghurs in the Xinjiang region. The UK joins the United States, Canada, and the Netherlands in this declaration. Sign up now to get censorship-free news.  ",:point_right:
" aljazeera is a state owned entity, quatar . quatar actually had a vested interest to propagate fake news to destabilize xinjiang due to bri and the vast oil reserves. but this narrative is changing quickly from vs past . asia rise vs west   .",:thumbsup:
 So much freedom in #Xinjiang that one camera person from Govt alwaysshooting him. Poor level of Propaganda ,:smile:
 they compared Gaza to Xinjiang ,:joy:
"Did you see this with your own eyes when you went to Xinjiang? Or are you just """"hearsay""""? When you believe this to be true, some evil people have reached the goal of ",:joy:
" actually, i really don’t want to laugh at these people, but i have to say, maybe their quality of life is not as good as xinjiang people this is the most common daily video of my friend ",:smile:
" Vidéo of man that don't know that veil is forbiden in Xinijang? And the man that can't show me ONE video of chinese media state showing a woman wearing a veil in xinjiang, stop pls be serious  and reply what happen to women that still wear a veil ? So simple question",:joy:
"Well,  at that: #China votes 4 #UN-backed CoI on accountability for systematic discrimination &amp; repression of a Muslim community, supported by severalmember states. As for #Uygurs, #Xinjiang, however... ",:eyes:
", a video blogger from Israel with 80 million followers, visited #Xinjiang to learn more about #cotton farmers' lives. Let's see what he saw and hear what he said.  Seeing is believing. #China",:thumbsup:
"“Whether it’s harvesting 13 tons of hair or halal organ, the #CCP (#CPC)is waging a slomo genocide on millions of #Uyghurs in #Xinjiang. But. while Trump Admin is sanctioning Chinese officials involved in the persecution, Muslim countries remain silent.”’ #WuhanLab",:rotating_light:
" can, and did. so can , actually, mate. secret bases? let's stick to facts shall we? vocational training centres. #china's humane and demonstrably effective counter to extremist fundamentalist terrorism. #china #xinjiang #uyghurs see..",:zany_face:
" The CPC is also bad to the Uighur pupil in Xinjiang. Free School and poor families get also a school support of 1000, 2000 or 3000 per year. And the food is also free...Horrible how they treat the Uighurs... ",:joy:
 are these made by your uyghur slaves in the xinjiang chinese province? stay woke nike  #corporatecommunist,:thumbsdown:
Congrats to allgrantees who won 4awards today. Their work focused on some of the biggest issues of our time --from climate refugees to Xinjiang internment camps &amp; the plight of asylum seekers in the US southern border  ,:clap:
" and they do it to countries too. us had russiagate ; bountygate, both disproven by generals. but corporate media’s owned by wall street. and mic. they don’t care. the new cancel country is china. genocidegate. but it’s good to see actual uygurs from xinjiang fighting back now. ",:grin:
"Turning aroundis taking longer than planned, despite navigating the #Xinjiang cotton scandal with “limited” impact. The shares fell as much as 8.9 per cent in London trading today. Full results below",:arrow_down:
"then there’s this perspective  from a woman who’s on onlyfans the pro ‘sex work’ ppl, seem to b the most vocal. it makes sense considering, most (not all) ppl in prostitution are doing it against their will or they have no other choice (, food,  etc)",:point_right:
#Uyghurs dancing Sama is part of long Sufi tradition that used to span large swathe of Muslim world frm Mediterranean to #Xinjiang  ,:point_down:
" Leaving this hereWitnessing the real Xinjiang, foreign diplomats debunk lies | The Star",:point_down:
#AAPL #VictimsOfCommunism#Xinjiang  #Uyghur #Muslim #FalunGongPractitioner#CCPUnitedFrontWork  :skull_and_crossbones: The Chinese Communist Party (CCP) as a Transnational Organized Crime Group:clown_face: CCP Social Censorship System #CCPConcentrationAndExterminationCamp,:zzz:
have you been to xinjiang ? have you actually took the time to know xinjiang ?! #maajidnawaz- ⁦⁩ ⁦⁩ ⁦⁩ or you can’t be bothered but only listens to what ⁦⁩ ⁦⁩ say  ,:joy:
"plz those blind people, how could you make a statement if you’ve never actually been there. and those who posted stupid comments about xinjiang cotton only showed us their nescience. have your own thought on problems and don’t follow those homeless dog",:upside__down_face:
 Evil idiots... Han Chinese were in Xinjiang 1000 years before uyghurs ,:man_facepalming:
"does anyone (arabic speakers ) know what the deal with bahrain's council of representatives and xinjiang is? in 2020 it seemed to have passed some sort of resolution expressing """"deep concern"""" the treatment of uyghurs, but... ",:eyes:
"Are you seriously joking?  Pre COVID Trump &amp; his administration passed Xinjiang bill, plus HK bill, so what are you even talking abt? Do you actually follow Geopolitics at all? Or have you already forgotten this? I remember this clearly happening under Trumps Administration. ",:scream:
#陈俊洁：loverboy88 focus xinjiang in the house!  ,:heart:
"#xinjiangcotton #xinjiang two girls are dancing in front of h;m in chongqing, china. this is traditional uighur nationality folk dance.  (i have learned uigurian dance at a very young age as well) ",:thinking_face:
" oh sure, tiktok users and youtubers in xinjiang sharing their everyday life are all """"paid influencers"""" while those who upgraded their story each time being interviewed by bbc are all totally """"trustworthy witnesses"""". i like how this double standard is going",:joy:
You need to be updated. In Xinjiang most cotton are picked by machines ,:joy:
"I live in Qinghai, China, where many of our Xinjiang compatriots live, when the so-called genocide remarks come out. They don't even understand what's going on. Doesn't that seem ridiculous?",:joy:
did end up going to Xinjiang ,:thumbsup:
"I BEG you  ... please make me a prisoner in your """"open-air prison"""" in Xinjiang ... can ?Please ... ",:pray:
does your mind ever just goes yingkouindahouse qinhuangdaoindahouse japanindahouseand  hainaninda house  xinjiang  in  dahousezhejiangwenzhouinda housewe:martial_arts_uniform:got:red_circle:chongqing:tropical_fish:in :fried_shrimp:da:earth_americas:house:leopard:and:turtle:china:cloud_with_tornado:in:cherry_blossom:da:pancakes:house:older_woman:,:zzz:
A flight from #Shanghai to #Urumqi in #Xinjiang costs only ￥600($91). I don't know why Western journalists working in #China don't go there to find out truth.,:sweat_smile:
